City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,chul'man,56.8479,124.9104,276.64,100,100,0.89,RU,1715134937
364,tangalle,6.024,80.7911,300.96,83,72,2.36,LK,1715134958
365,nasir,15.5894,32.5634,301.8,11,48,6.87,SD,1715135363
366,piti village,13.4626,144.6933,303.88,75,40,6.17,GU,1715135363
367,hotan,37.0997,79.9269,297.16,20,0,1.69,CN,1715134935
368,namdrik,5.5994,168.1028,300.33,86,100,6.31,MH,1715135364
369,fuling,29.7022,107.3919,298.07,62,100,0.48,CN,1715135364
370,garachico,28.7781,-17.7646,291.75,77,100,4.63,ES,1715135364
371,suntar,62.1444,117.6319,275.7,73,100,5.56,RU,1715134995
372,portland,45.5234,-122.6762,288.7,55,93,1.34,US,1715134946
373,portrush,55.1959,-6.6493,283.43,94,100,3.59,GB,1715135365
374,alamos,27.0167,-108.9333,298.21,21,100,1.66,MX,1715135365
375,chegutu,-18.1302,30.1407,286.27,60,0,2.14,ZW,1715135366
376,tofol,5.3248,163.0078,302.03,84,75,7.2,FM,1715134955
377,arkalyk,50.2486,66.9114,285.11,54,96,4.9,KZ,1715135366
378,tolanaro,-25.0319,46.9987,296.19,88,40,4.12,MG,1715134976
379,hafar al-batin,28.4328,45.9708,295.47,23,0,4.12,SA,1715135367
380,huarmey,-10.0681,-78.1522,293.12,85,75,4.81,PE,1715135367
381,tughyl,47.7252,84.2063,287.87,68,100,1.93,KZ,1715135367
382,fukuecho,32.6881,128.8419,288.35,94,75,2.57,JP,1715134985
383,ciudad bolivar,8.1222,-63.5497,304.77,53,100,5.34,VE,1715135368
384,nouna,12.7333,-3.8667,303.49,43,94,3.09,BF,1715135368
385,khamis mushait,18.3064,42.7292,288.49,72,0,3.09,SA,1715134940
386,richland,40.7834,-82.5499,293.76,91,100,1.34,US,1715135368
387,quatre cocos,-20.2078,57.7625,298.21,66,83,8.73,MU,1715135369
388,caleta de carquin,-11.0925,-77.6267,292.35,91,74,5.61,PE,1715134998
389,fortuna,40.5982,-124.1573,286.34,76,0,5.66,US,1715134967
390,gornozavodsk,58.3758,58.3211,275.71,97,100,5.99,RU,1715135369
391,sinabang,2.4803,96.3801,301.97,76,100,0.37,ID,1715135026
392,itoman,26.1247,127.6694,301.58,68,40,3.6,JP,1715135370
393,san nicolas de bari,22.7844,-81.9133,300.29,72,96,4.4,CU,1715135370
394,baiti,13.745,-14.7482,301.12,30,0,4.92,SN,1715134972
395,palikir - national government center,6.9248,158.1611,302.62,79,100,5.14,FM,1715134985
396,pizarro,4.9533,-77.366,298.75,91,100,1.47,CO,1715135371
397,qaqortoq,60.7167,-46.0333,272.76,60,98,1.1,GL,1715134933
398,tymovskoye,50.8456,142.655,280.11,34,0,1.29,RU,1715135371
399,aras-asan,8.8908,126.3033,301.68,74,24,2.78,PH,1715135372
400,naze,28.3667,129.4833,295.66,52,34,3.3,JP,1715135372
401,iskushuban,10.2837,50.23,300.1,74,46,2.05,SO,1715135372
402,dinga,32.6398,73.722,303.34,26,0,2.78,PK,1715135372
403,vallenar,-28.5708,-70.7581,284.59,66,0,1.38,CL,1715135373
404,el dorado,38.7666,-120.5177,290.17,64,7,2.4,US,1715135327
405,ribas do rio pardo,-20.4431,-53.7592,295.47,59,1,1.76,BR,1715135373
406,pirot,43.1531,22.5861,288.93,90,46,0.8,RS,1715135373
407,lefka,35.1106,32.8506,289.76,38,0,1.2,CY,1715135374
408,mbabane,-26.3167,31.1333,285.43,42,0,2.41,SZ,1715135374
409,natal,-5.795,-35.2094,298.51,94,40,1.54,BR,1715134723
410,san luis de la loma,17.2706,-100.8939,299.62,63,12,4.4,MX,1715135375
411,smolensk,55.0,33.0,270.95,91,12,2.42,RU,1715135375
412,salinas,36.6777,-121.6555,293.14,70,0,6.17,US,1715135187
413,key largo,25.0865,-80.4473,299.81,65,0,6.34,US,1715135375
414,tumpat,6.1978,102.171,305.14,66,20,1.54,MY,1715135375
415,lawrenceburg,38.0373,-84.8966,297.47,85,0,5.14,US,1715135376
416,nizao,18.25,-70.2,297.85,84,99,3.7,DO,1715135376
417,tarinkot,32.6268,65.8733,295.98,37,0,1.64,AF,1715135376
418,antofagasta,-23.65,-70.4,288.75,84,98,3.01,CL,1715134914
419,viedma,-40.8135,-62.9967,284.72,97,63,3.43,AR,1715135377
420,gizo,-8.103,156.8419,301.79,80,56,4.95,SB,1715134956
421,sao miguel do araguaia,-13.275,-50.1628,297.46,57,3,2.52,BR,1715135377
422,quellon,-43.1167,-73.6167,279.11,79,94,2.23,CL,1715134914
423,malemort-sur-correze,45.1701,1.5619,283.67,47,20,0.84,FR,1715135378
424,al markaz,25.4,49.7333,300.48,51,18,4.53,SA,1715135378
425,bahir dar,11.5936,37.3908,295.28,29,51,1.41,ET,1715135378
426,hirado,33.3597,129.5531,290.59,76,96,12.38,JP,1715135379
427,pampa del infierno,-26.5052,-61.1744,300.39,68,100,0.85,AR,1715135379
428,katabu,-4.9333,122.5167,303.54,67,14,1.57,ID,1715135379
429,coronel dorrego,-38.7187,-61.2873,286.38,95,100,1.59,AR,1715135379
430,tura,25.5198,90.2201,302.38,48,100,1.39,IN,1715134761
431,jeddah,21.5169,39.2192,299.07,47,0,3.6,SA,1715135149
432,tazovsky,67.4667,78.7,264.08,92,59,5.0,RU,1715134847
433,ust-nera,64.5667,143.2,276.35,82,100,2.79,RU,1715134927
434,bac lieu,9.285,105.7244,304.67,62,19,5.8,VN,1715135381
435,bikenibeu village,1.3673,173.1241,305.13,70,20,4.12,KI,1715135381
436,kostanay,53.1667,63.5833,283.31,66,0,4.0,KZ,1715135381
437,aral,40.5156,81.2636,297.65,25,6,0.87,CN,1715135381
438,boende,-0.2167,20.8667,295.8,94,67,0.94,CD,1715135382
439,damasak,13.0977,12.4952,303.86,12,100,2.37,NG,1715135382
440,codrington,-38.2667,141.9667,290.24,60,10,3.44,AU,1715134958
441,comodoro rivadavia,-45.8667,-67.5,276.07,81,40,4.63,AR,1715135362
442,kosh-agach,50.0,88.6667,283.32,33,97,2.24,RU,1715135383
443,chornomors'k,46.305,30.6548,287.17,90,100,9.54,UA,1715134941
444,haiku-pauwela,20.9219,-156.3051,299.16,73,40,9.77,US,1715134987
445,okha,53.5739,142.9478,276.07,58,78,4.47,RU,1715135019
446,es castell,39.8795,4.2854,287.53,94,0,2.06,ES,1715135383
447,palmer,42.1584,-72.3287,290.8,64,75,0.0,US,1715135045
448,usinsk,65.9939,57.5281,268.75,90,93,6.26,RU,1715134945
449,kuta,-8.7233,115.1723,303.15,79,40,5.36,ID,1715135172
450,kozani,40.3011,21.7864,284.91,71,64,2.57,GR,1715135384
451,xiva,41.3783,60.3639,293.14,44,90,4.8,UZ,1715135385
452,san fernando,15.0286,120.6898,307.0,42,9,2.89,PH,1715135385
453,wynne,35.2245,-90.7868,297.81,85,0,4.69,US,1715135385
454,laguna,38.421,-121.4238,296.31,32,0,6.69,US,1715135385
455,gulariya,28.2333,81.3333,299.96,51,88,2.78,NP,1715135386
456,lata,40.1629,-8.3327,286.99,71,100,1.68,PT,1715134948
457,letlhakeng,-24.0944,25.0298,290.71,33,0,2.96,BW,1715135386
458,changsha,28.2,112.9667,300.24,65,100,1.71,CN,1715135386
459,ndele,8.4109,20.6473,299.02,47,100,1.33,CF,1715135387
460,marsh harbour,26.5412,-77.0636,297.21,77,1,4.75,BS,1715135387
461,linden,6.0,-58.3,297.41,94,100,1.14,GY,1715135387
462,kourou,5.1552,-52.6478,299.18,88,100,3.11,GF,1715134939
463,horta,38.5333,-28.6333,288.72,94,63,1.79,PT,1715134917
464,moroto,2.5345,34.6666,291.68,94,27,1.13,UG,1715135388
465,ebon,4.582,168.6964,301.18,78,100,3.24,MH,1715135388
466,springs,-26.25,28.4,288.52,29,0,1.58,ZA,1715135388
467,miles city,46.4083,-105.8406,277.69,100,100,9.26,US,1715135388
468,altai,46.3722,96.2583,286.6,38,99,2.38,MN,1715135389
469,orange beach,30.2944,-87.5736,299.3,81,20,2.68,US,1715135389
470,tamiahua,21.2667,-97.45,299.78,89,69,2.64,MX,1715135389
471,hengchun,22.0042,120.7439,301.43,65,28,4.42,TW,1715135389
472,saint croix,17.7397,-64.7388,298.13,92,0,0.89,VI,1715135390
473,ancud,-41.8697,-73.8203,280.05,72,34,2.15,CL,1715134666
474,skanor med falsterbo,55.4,12.85,279.14,75,100,3.44,SE,1715135390
475,ciudad lazaro cardenas,17.9583,-102.2,298.01,72,100,3.05,MX,1715135390
476,cassilandia,-19.1133,-51.7342,294.91,59,2,1.04,BR,1715135391
477,sainte-marie,-20.8968,55.5496,296.22,78,20,8.23,RE,1715135391
478,isla vista,34.4133,-119.861,293.87,67,0,3.6,US,1715135391
479,ngaoundere,7.3167,13.5833,295.07,71,100,1.58,CM,1715135391
480,broome,42.2506,-75.833,289.58,67,100,1.13,US,1715134972
481,alofi,-19.0595,-169.9187,300.09,94,20,5.14,NU,1715134919
482,revda,56.801,59.9303,281.76,80,100,5.31,RU,1715135392
483,mossel bay,-34.1831,22.146,289.11,84,100,2.65,ZA,1715135392
484,fernley,39.608,-119.2518,288.52,21,7,2.68,US,1715135392
485,whangarei,-35.7317,174.3239,288.76,60,24,2.87,NZ,1715135393
486,burang,30.25,81.1667,276.5,48,16,1.2,CN,1715135001
487,pailon,-17.65,-62.75,299.65,57,100,5.46,BO,1715135393
488,khovd,48.0056,91.6419,287.72,45,100,1.26,MN,1715135393
489,indre arna,60.4247,5.4764,283.64,88,100,1.08,NO,1715135394
490,douz,33.4663,9.0203,293.74,52,22,10.74,TN,1715135394
491,camiri,-20.05,-63.5167,294.0,94,23,1.61,BO,1715135394
492,mae chai,19.346,99.814,301.36,66,50,0.39,TH,1715135395
493,vetluzhskiy,58.3902,45.4654,272.61,96,100,6.26,RU,1715135395
494,gereida,11.2811,25.1414,299.69,15,19,4.28,SD,1715135395
495,guanare,9.0418,-69.7421,298.29,90,81,1.47,VE,1715135321
496,siqueira campos,-23.6889,-49.8339,293.78,58,47,1.07,BR,1715135396
497,awjilah,29.1081,21.2869,294.65,27,5,5.58,LY,1715134976
498,dalandzadgad,43.5708,104.425,289.56,47,6,8.04,MN,1715134975
499,odesskoye,54.2111,72.9651,283.11,56,12,2.23,RU,1715135396
500,arno,60.1167,18.6333,275.25,73,93,3.07,SE,1715135396
501,wiwili,13.6268,-85.8254,300.75,68,20,2.54,NI,1715135397
502,severo-yeniseyskiy,60.3725,93.0408,274.58,87,100,1.79,RU,1715134962
503,saurimo,-9.6608,20.3916,291.66,71,97,2.14,AO,1715135397
504,hegang,47.4,130.3667,295.09,21,66,0.94,CN,1715135397
505,kiffa,16.6166,-11.4045,305.2,7,0,4.08,MR,1715135398
506,crolles,45.282,5.8782,285.83,98,100,1.54,FR,1715135398
507,novyy turtkul',41.55,61.0167,293.1,32,99,3.71,UZ,1715135003
508,blagodarnyy,45.0978,43.4364,285.44,66,100,4.94,RU,1715135398
509,marka,1.7159,44.7717,298.68,93,100,3.58,SO,1715135399
510,ranau,5.9538,116.6641,301.39,65,95,1.43,MY,1715135399
511,enewetak,11.3474,162.3373,300.98,79,48,8.97,MH,1715135001
512,richards bay,-28.783,32.0377,292.26,72,0,4.1,ZA,1715134861
513,araguaina,-7.1911,-48.2072,297.1,64,80,0.88,BR,1715135138
514,trinidad,-14.8333,-64.9,300.45,74,83,2.34,BO,1715135400
515,adiake,5.2863,-3.304,300.31,83,100,2.06,CI,1715135400
516,kotka,60.4664,26.9458,271.74,65,0,6.05,FI,1715135400
517,ulanhot,46.0833,122.0833,300.07,13,50,8.14,CN,1715135401
518,dahab,28.501,34.5134,294.97,38,0,5.49,EG,1715135401
519,sao borja,-28.6606,-56.0044,297.01,67,84,5.8,BR,1715135402
520,onega,63.9061,38.1404,269.03,80,57,4.09,RU,1715135402
521,palangkaraya,-2.2,113.8333,304.67,63,61,0.94,ID,1715135403
522,aosta,45.7667,7.4167,276.95,93,75,1.03,IT,1715135403
523,arraial do cabo,-22.9661,-42.0278,297.24,90,3,10.17,BR,1715135104
524,plouzane,48.3833,-4.6167,283.33,100,100,3.09,FR,1715135023
525,ocean city,39.2776,-74.5746,290.38,88,100,2.24,US,1715135356
526,woolgoolga,-30.1106,153.2007,293.08,72,96,6.11,AU,1715135404
527,leua,48.2156,18.6071,286.05,92,100,0.97,SK,1715135404
528,mbalmayo,3.5167,11.5,295.66,99,100,1.85,CM,1715135405
529,samfya,-11.3649,29.5565,290.38,76,15,4.42,ZM,1715135405
530,baotou,40.6522,109.8222,296.49,13,54,2.43,CN,1715135405
531,smithers,54.7804,-127.1743,283.33,32,20,7.72,CA,1715135405
532,kuqa,41.7278,82.9364,299.14,17,0,1.73,CN,1715135406
533,san patricio,28.017,-97.5169,300.28,88,75,4.05,US,1715134909
534,ola,59.5833,151.2833,273.23,96,98,4.95,RU,1715134948
535,san antonio de pale,-1.4014,5.6325,300.56,84,100,5.59,GQ,1715135406
536,holualoa,19.6228,-155.9522,298.06,75,75,5.14,US,1715134987
537,luanco,43.6152,-5.7934,284.42,92,100,2.66,ES,1715135407
538,kaiapoi,-43.3783,172.6401,287.34,54,9,2.57,NZ,1715135407
539,egilsstadir,65.2653,-14.3948,277.1,81,75,4.63,IS,1715135008
540,turbat,26.0023,63.044,304.22,33,0,1.07,PK,1715135407
541,howard springs,-12.497,131.047,304.1,66,8,3.49,AU,1715135015
542,kentville,45.0835,-64.4988,285.29,58,78,3.09,CA,1715135408
543,dzhangala,49.2167,50.3333,287.93,60,100,4.27,KZ,1715135408
544,kangaba,11.9333,-8.4167,302.45,52,83,0.87,ML,1715135408
545,kirensk,57.7853,108.1119,279.24,55,51,2.24,RU,1715135043
546,eyl,7.9803,49.8164,301.53,78,8,2.04,SO,1715135409
547,dharchula,29.85,80.5333,290.5,49,51,2.54,IN,1715135409
548,jaisalmer,26.9147,70.9181,307.73,17,0,6.05,IN,1715135409
549,chabahar,25.2919,60.643,301.64,77,0,0.5,IR,1715135410
550,kon tum,14.35,108.0,304.58,40,99,1.16,VN,1715135410
551,singkil,-7.9855,111.4161,303.04,65,3,1.75,ID,1715135410
552,tindouf,27.6711,-8.1474,297.4,27,0,2.06,DZ,1715135410
553,freetown,8.484,-13.2299,300.61,86,87,1.5,SL,1715135411
554,piet retief,-27.0071,30.8132,282.69,38,0,2.24,ZA,1715135411
555,eforie sud,44.0229,28.6494,287.6,91,60,3.86,RO,1715135411
556,maloye ganyushkino,46.6,49.2667,287.57,60,100,2.93,KZ,1715135411
557,bamnet narong,15.4992,101.6897,306.11,46,97,2.74,TH,1715135412
558,tongchuanshi,35.0806,109.0897,294.74,46,100,2.83,CN,1715135412
559,interlaken,36.9513,-121.7338,293.63,65,0,6.69,US,1715135412
560,oyama,36.3,139.8,294.64,86,100,2.99,JP,1715135413
561,magadan,59.5667,150.8,272.89,96,99,4.14,RU,1715135413
562,tirebolu,41.0069,38.8139,285.47,66,23,2.95,TR,1715135413
